id	measurementType	measurementValue	measurementUnit
2043501	Thermal_mean	10.3	°C
2043501	Thermal_range	9.18	°C
5758810	Body_size	4	mm
5758810	Dispersal_ability	1	ratio within order
5758810	Thermal_minimum	6.93	°C
5758810	Thermal_maximum	14.93	°C
5758810	Thermal_mean	10.16	°C
5758810	Thermal_range	8	°C
5758812	Body_size	3.75	mm
5758812	Thermal_minimum	1.31	°C
5758812	Thermal_maximum	13.97	°C
5758812	Thermal_mean	9.14	°C
5758812	Thermal_range	12.66	°C
4553482	Body_size	3.85	mm
4553482	Voltinism_mean	1	generation(s) / year
4553482	Thermal_minimum	7.95	°C
4553482	Thermal_maximum	18.95	°C
4553482	Thermal_mean	10.11	°C
4553482	Thermal_range	10.99	°C
4553472	Body_size	4.12	mm
4553472	Voltinism_mean	1	generation(s) / year
4553472	Dispersal_ability	0.67	ratio within order
4553472	Thermal_minimum	-0.12	°C
4553472	Thermal_maximum	14.25	°C
4553472	Thermal_mean	9.78	°C
4553472	Thermal_range	14.38	°C
1251175	Body_size	2.5	mm
1251175	Voltinism_mean	3	generation(s) / year
5999219	Body_size	7	mm
5999219	Dispersal_ability	1	ratio within order
5999219	Thermal_minimum	0.78	°C
5999219	Thermal_maximum	13.58	°C
5999219	Thermal_mean	10.06	°C
5999219	Thermal_range	12.8	°C
5819538	Body_size	7.9	mm
5819538	Dispersal_ability	0.1	ratio within order
5819538	Thermal_minimum	0.78	°C
5819538	Thermal_maximum	16.18	°C
5819538	Thermal_mean	10.35	°C
5819538	Thermal_range	15.41	°C
4473860	Body_size	6.39	mm
4473860	Development_time	180	days
4473860	Dispersal_ability	0.5	ratio within order
4473860	Thermal_minimum	2.63	°C
4473860	Thermal_maximum	12.79	°C
4473860	Thermal_mean	9.18	°C
4473860	Thermal_range	10.16	°C
4473834	Body_size	7.1	mm
4473834	Development_time	180	days
4473834	Dispersal_ability	0.92	ratio within order
4473834	Thermal_minimum	5.82	°C
4473834	Thermal_maximum	14.12	°C
4473834	Thermal_mean	9.8	°C
4473834	Thermal_range	8.3	°C
4473866	Body_size	7.17	mm
4473866	Dispersal_ability	0.01	ratio within order
4473866	Thermal_minimum	6.48	°C
4473866	Thermal_maximum	11.77	°C
4473866	Thermal_mean	8.51	°C
4473866	Thermal_range	5.29	°C
4473930	Body_size	8.33	mm
4473930	Development_time	210	days
4473930	Dispersal_ability	0.63	ratio within order
4473930	Thermal_minimum	7.38	°C
4473930	Thermal_maximum	14.46	°C
4473930	Thermal_mean	9.8	°C
4473930	Thermal_range	7.08	°C
4473903	Body_size	8.66	mm
4473903	Development_time	180	days
4473903	Dispersal_ability	0.8	ratio within order
4473903	Thermal_minimum	6.45	°C
4473903	Thermal_maximum	14.91	°C
4473903	Thermal_mean	10.05	°C
4473903	Thermal_range	8.46	°C
4473874	Body_size	6.33	mm
4473874	Development_time	180	days
4473874	Dispersal_ability	0.75	ratio within order
4473874	Thermal_minimum	-1.05	°C
4473874	Thermal_maximum	11.14	°C
4473874	Thermal_mean	8.5	°C
4473874	Thermal_range	12.19	°C
5125104	Body_size	28.25	mm
5125104	Voltinism_mean	1	generation(s) / year
5125104	Thermal_minimum	2.87	°C
5125104	Thermal_maximum	14.93	°C
5125104	Thermal_mean	9.54	°C
5125104	Thermal_range	12.06	°C
4534458	Body_size	13.83	mm
4534458	Voltinism_mean	1	generation(s) / year
4534458	Thermal_minimum	1.95	°C
4534458	Thermal_maximum	17.48	°C
4534458	Thermal_mean	9.95	°C
4534458	Thermal_range	15.52	°C
1664505	Body_size	10.5	mm
1664505	Voltinism_mean	1	generation(s) / year
1664505	Thermal_minimum	-1.63	°C
1664505	Thermal_maximum	10.84	°C
1664505	Thermal_mean	8.63	°C
1664505	Thermal_range	12.47	°C
2136895	Body_size	3.63	mm
2136895	Dispersal_ability	0.75	ratio within order
2136895	Thermal_minimum	-0.45	°C
2136895	Thermal_maximum	15.7	°C
2136895	Thermal_mean	9.75	°C
2136895	Thermal_range	16.15	°C
2136937	Body_size	4.45	mm
2136937	Dispersal_ability	0.75	ratio within order
2136937	Thermal_minimum	2.47	°C
2136937	Thermal_maximum	15.81	°C
2136937	Thermal_mean	10.12	°C
2136937	Thermal_range	13.34	°C
5137903	Body_size	19.82	mm
5137903	Fecundity	70	eggs
5137903	Development_time	45	days
5137903	Voltinism_mean	2	generation(s) / year
5137903	Lifespan	12	days
5137903	Dispersal_ability	0.53	ratio within order
5137903	Thermal_minimum	-2.59	°C
5137903	Thermal_maximum	17.07	°C
5137903	Thermal_mean	10.12	°C
5137903	Thermal_range	19.66	°C
5091025	Body_size	12.5	mm
5091025	Voltinism_mean	1	generation(s) / year
5091025	Thermal_minimum	0.35	°C
5091025	Thermal_maximum	14.46	°C
5091025	Thermal_mean	9.42	°C
5091025	Thermal_range	14.11	°C
5090866	Body_size	10.5	mm
5090866	Voltinism_mean	1	generation(s) / year
5090866	Thermal_minimum	4.51	°C
5090866	Thermal_maximum	14.46	°C
5090866	Thermal_mean	9.21	°C
5090866	Thermal_range	9.95	°C
5156102	Body_size	18	mm
5156102	Voltinism_mean	1	generation(s) / year
5156102	Thermal_minimum	3.24	°C
5156102	Thermal_maximum	17.48	°C
5156102	Thermal_mean	9.86	°C
5156102	Thermal_range	14.24	°C
1042826	Body_size	2.09	mm
1042826	Dispersal_ability	0.04	ratio within order
1042826	Thermal_minimum	-0.57	°C
1042826	Thermal_maximum	14.93	°C
1042826	Thermal_mean	9.61	°C
1042826	Thermal_range	15.5	°C
1688031	Body_size	11.5	mm
1688031	Dispersal_ability	0.01	ratio within order
1688031	Thermal_minimum	-0.38	°C
1688031	Thermal_maximum	12.7	°C
1688031	Thermal_mean	7.61	°C
1688031	Thermal_range	13.08	°C
1688020	Body_size	13.83	mm
1688020	Fecundity	120	eggs
1688020	Voltinism_mean	1	generation(s) / year
1688020	Dispersal_ability	0.18	ratio within order
1688020	Thermal_minimum	-0.24	°C
1688020	Thermal_maximum	17.18	°C
1688020	Thermal_mean	10.11	°C
1688020	Thermal_range	17.43	°C
2011230	Body_size	8.35	mm
2011230	Voltinism_mean	1	generation(s) / year
2011230	Dispersal_ability	0.38	ratio within order
2011230	Thermal_minimum	0.11	°C
2011230	Thermal_maximum	13.1	°C
2011230	Thermal_mean	9.48	°C
2011230	Thermal_range	12.99	°C
2011227	Body_size	7.08	mm
2011227	Voltinism_mean	1	generation(s) / year
2011227	Dispersal_ability	0.26	ratio within order
2011227	Thermal_minimum	-0.03	°C
2011227	Thermal_maximum	12.87	°C
2011227	Thermal_mean	9.19	°C
2011227	Thermal_range	12.9	°C
2134514	Body_size	3.75	mm
2134514	Dispersal_ability	0.88	ratio within order
2134514	Thermal_minimum	-1.33	°C
2134514	Thermal_maximum	10.9	°C
2134514	Thermal_mean	7.7	°C
2134514	Thermal_range	12.22	°C
1323916	Body_size	4.03	mm
1323916	Thermal_minimum	-2.93	°C
1323916	Thermal_maximum	12.59	°C
1323916	Thermal_mean	8.06	°C
1323916	Thermal_range	15.52	°C
4504469	Body_size	3.38	mm
1323853	Body_size	3.47	mm
1323853	Dispersal_ability	1	ratio within order
1323853	Thermal_minimum	-0.48	°C
1323853	Thermal_maximum	14.85	°C
1323853	Thermal_mean	10.11	°C
1323853	Thermal_range	15.33	°C
6269582	Body_size	16.71	mm
6269582	Dispersal_ability	0.15	ratio within order
6269582	Thermal_minimum	2.91	°C
6269582	Thermal_maximum	15.7	°C
6269582	Thermal_mean	10.7	°C
6269582	Thermal_range	12.79	°C
4458782	Body_size	17.7	mm
4458782	Dispersal_ability	0.26	ratio within order
4458782	Thermal_minimum	-0.57	°C
4458782	Thermal_maximum	14.85	°C
4458782	Thermal_mean	8.87	°C
4458782	Thermal_range	15.42	°C
4442950	Body_size	2.72	mm
4442950	Dispersal_ability	0.04	ratio within order
4442950	Thermal_minimum	4.74	°C
4442950	Thermal_maximum	14.14	°C
4442950	Thermal_mean	9.35	°C
4442950	Thermal_range	9.4	°C
10473202	Body_size	2.49	mm
10473202	Dispersal_ability	0.04	ratio within order
10473202	Thermal_minimum	-0.57	°C
10473202	Thermal_maximum	12.17	°C
10473202	Thermal_mean	8.61	°C
10473202	Thermal_range	12.74	°C
4442987	Body_size	2.15	mm
4442987	Dispersal_ability	1	ratio within order
4442987	Thermal_minimum	4.36	°C
4442987	Thermal_maximum	14.14	°C
4442987	Thermal_mean	9.4	°C
4442987	Thermal_range	9.78	°C
2015789	Body_size	6.75	mm
2015789	Voltinism_mean	1	generation(s) / year
2015789	Dispersal_ability	1	ratio within order
2015789	Thermal_minimum	1.31	°C
2015789	Thermal_maximum	15.7	°C
2015789	Thermal_mean	10.56	°C
2015789	Thermal_range	14.39	°C
1424076	Body_size	42.5	mm
1424076	Fecundity	425	eggs
1424076	Development_time	75	days
1424076	Voltinism_mean	1	generation(s) / year
1424076	Lifespan	44	days
1424076	Dispersal_ability	0.76	ratio within order
1424076	Thermal_minimum	-0.45	°C
1424076	Thermal_maximum	17.18	°C
1424076	Thermal_mean	11.03	°C
1424076	Thermal_range	17.64	°C
1424045	Body_size	37.5	mm
1424045	Development_time	75	days
1424045	Voltinism_mean	1	generation(s) / year
1424045	Lifespan	69	days
1424045	Dispersal_ability	0.53	ratio within order
1424045	Thermal_minimum	-3.59	°C
1424045	Thermal_maximum	17.15	°C
1424045	Thermal_mean	9.83	°C
1424045	Thermal_range	20.74	°C
1424038	Body_size	37	mm
1424038	Development_time	75	days
1424038	Voltinism_mean	1	generation(s) / year
1424038	Lifespan	73	days
1424038	Dispersal_ability	0.53	ratio within order
1424038	Thermal_minimum	-1.75	°C
1424038	Thermal_maximum	17.49	°C
1424038	Thermal_mean	9.32	°C
1424038	Thermal_range	19.24	°C
1424067	Body_size	34.5	mm
1424067	Development_time	75	days
1424067	Voltinism_mean	1	generation(s) / year
1424067	Dispersal_ability	0.43	ratio within order
1424067	Thermal_minimum	1.29	°C
1424067	Thermal_maximum	18.68	°C
1424067	Thermal_mean	10.87	°C
1424067	Thermal_range	17.39	°C
4444060	Body_size	4	mm
4444060	Dispersal_ability	1	ratio within order
4444060	Thermal_minimum	0.78	°C
4444060	Thermal_maximum	12.46	°C
4444060	Thermal_mean	9.02	°C
4444060	Thermal_range	11.68	°C
4495033	Body_size	10.12	mm
4495033	Fecundity	6	eggs
4495033	Thermal_minimum	4.74	°C
4495033	Thermal_maximum	10.56	°C
4495033	Thermal_mean	9.66	°C
4495033	Thermal_range	5.82	°C
5111574	Body_size	18	mm
5111574	Voltinism_mean	2	generation(s) / year
5111574	Thermal_minimum	-2.93	°C
5111574	Thermal_maximum	14.95	°C
5111574	Thermal_mean	8.58	°C
5111574	Thermal_range	17.88	°C
5772222	Body_size	17	mm
5772222	Voltinism_mean	1	generation(s) / year
5772222	Thermal_minimum	-1.33	°C
5772222	Thermal_maximum	24.41	°C
5772222	Thermal_mean	11.95	°C
5772222	Thermal_range	25.73	°C
8253467	Body_size	16.67	mm
8253467	Voltinism_mean	1	generation(s) / year
8253467	Thermal_minimum	-1.15	°C
8253467	Thermal_maximum	15.56	°C
8253467	Thermal_mean	9.77	°C
8253467	Thermal_range	16.71	°C
1775329	Body_size	15	mm
1775329	Thermal_minimum	7.74	°C
1775329	Thermal_maximum	17.17	°C
1775329	Thermal_mean	12.44	°C
1775329	Thermal_range	9.43	°C
1825539	Body_size	17.5	mm
1825539	Voltinism_mean	1	generation(s) / year
1825539	Thermal_minimum	0.05	°C
1825539	Thermal_maximum	11.46	°C
1825539	Thermal_mean	8.63	°C
1825539	Thermal_range	11.4	°C
1820039	Body_size	23.5	mm
1820039	Voltinism_mean	1	generation(s) / year
1820039	Thermal_minimum	-1.87	°C
1820039	Thermal_maximum	14.93	°C
1820039	Thermal_mean	9.04	°C
1820039	Thermal_range	16.8	°C
1429199	Body_size	36	mm
1429199	Fecundity	454	eggs
1429199	Development_time	720	days
1429199	Voltinism_mean	0.5	generation(s) / year
1429199	Lifespan	42	days
1429199	Dispersal_ability	0.42	ratio within order
1429199	Thermal_minimum	-2.59	°C
1429199	Thermal_maximum	14.05	°C
1429199	Thermal_mean	9.88	°C
1429199	Thermal_range	16.64	°C
1429178	Body_size	35	mm
1429178	Development_time	720	days
1429178	Voltinism_mean	0.5	generation(s) / year
1429178	Thermal_minimum	3.37	°C
1429178	Thermal_maximum	13.1	°C
1429178	Thermal_mean	9.99	°C
1429178	Thermal_range	9.73	°C
1429207	Body_size	33.5	mm
1429207	Development_time	1080	days
1429207	Voltinism_mean	0.5	generation(s) / year
1429207	Lifespan	62	days
1429207	Dispersal_ability	0.44	ratio within order
1429207	Thermal_minimum	-2.83	°C
1429207	Thermal_maximum	11.98	°C
1429207	Thermal_mean	7.23	°C
1429207	Thermal_range	14.82	°C
1429194	Body_size	35.5	mm
1429194	Development_time	720	days
1429194	Voltinism_mean	0.5	generation(s) / year
1429194	Dispersal_ability	0.51	ratio within order
1429194	Thermal_minimum	1.31	°C
1429194	Thermal_maximum	13.19	°C
1429194	Thermal_mean	9.75	°C
1429194	Thermal_range	11.89	°C
1429173	Body_size	34.5	mm
1429173	Development_time	720	days
1429173	Voltinism_mean	0.5	generation(s) / year
1429173	Dispersal_ability	0.57	ratio within order
1429173	Thermal_minimum	-0.97	°C
1429173	Thermal_maximum	11.07	°C
1429173	Thermal_mean	8.98	°C
1429173	Thermal_range	12.04	°C
1360324	Body_size	9	mm
1360324	Voltinism_mean	1	generation(s) / year
1360324	Dispersal_ability	0.67	ratio within order
1360324	Thermal_minimum	7.56	°C
1360324	Thermal_maximum	17.17	°C
1360324	Thermal_mean	10.92	°C
1360324	Thermal_range	9.62	°C
1609542	Body_size	6.5	mm
1609542	Voltinism_mean	2	generation(s) / year
1609542	Thermal_minimum	4.19	°C
1609542	Thermal_maximum	14.14	°C
1609542	Thermal_mean	9.36	°C
1609542	Thermal_range	9.94	°C
1427883	Body_size	43.5	mm
1427883	Development_time	105	days
1427883	Voltinism_mean	0.8	generation(s) / year
1427883	Dispersal_ability	0.85	ratio within order
1427883	Thermal_minimum	-2.83	°C
1427883	Thermal_maximum	17.52	°C
1427883	Thermal_mean	9.98	°C
1427883	Thermal_range	20.36	°C
1427936	Body_size	43.5	mm
1427936	Fecundity	550	eggs
1427936	Development_time	720	days
1427936	Voltinism_mean	0.5	generation(s) / year
1427936	Dispersal_ability	0.51	ratio within order
1427936	Thermal_minimum	0.78	°C
1427936	Thermal_maximum	18.5	°C
1427936	Thermal_mean	10.59	°C
1427936	Thermal_range	17.72	°C
1427915	Body_size	44	mm
1427915	Development_time	720	days
1427915	Voltinism_mean	1	generation(s) / year
1427915	Dispersal_ability	0.73	ratio within order
1427915	Thermal_minimum	-5.09	°C
1427915	Thermal_maximum	16.02	°C
1427915	Thermal_mean	9.35	°C
1427915	Thermal_range	21.1	°C
9414758	Body_size	10	mm
9414758	Dispersal_ability	0.5	ratio within order
9414758	Thermal_minimum	0.76	°C
9414758	Thermal_maximum	12.95	°C
9414758	Thermal_mean	7.96	°C
9414758	Thermal_range	12.2	°C
1962636	Body_size	13.17	mm
1962636	Voltinism_mean	2	generation(s) / year
1962636	Thermal_minimum	-0.09	°C
1962636	Thermal_maximum	15.05	°C
1962636	Thermal_mean	9.86	°C
1962636	Thermal_range	15.14	°C
5175631	Body_size	26	mm
5175631	Fecundity	36	eggs
5175631	Dispersal_ability	1	ratio within order
5175631	Thermal_minimum	6.49	°C
5175631	Thermal_maximum	17.71	°C
5175631	Thermal_mean	9.61	°C
5175631	Thermal_range	11.22	°C
4416652	Body_size	8	mm
4416652	Fecundity	12	eggs
4416652	Dispersal_ability	0.33	ratio within order
4416652	Thermal_minimum	3.82	°C
4416652	Thermal_maximum	12.79	°C
4416652	Thermal_mean	9.84	°C
4416652	Thermal_range	8.97	°C
1066016	Body_size	5	mm
1066016	Dispersal_ability	0.44	ratio within order
1066016	Thermal_minimum	4.43	°C
1066016	Thermal_maximum	14.49	°C
1066016	Thermal_mean	9.92	°C
1066016	Thermal_range	10.06	°C
1066009	Body_size	4.5	mm
1066009	Dispersal_ability	0.44	ratio within order
1066009	Thermal_minimum	5.82	°C
1066009	Thermal_maximum	12.17	°C
1066009	Thermal_mean	9.71	°C
1066009	Thermal_range	6.35	°C
5132183	Body_size	38.08	mm
5132183	Fecundity	140	eggs
5132183	Development_time	356	days
5132183	Voltinism_mean	1	generation(s) / year
5132183	Lifespan	20	days
5132183	Dispersal_ability	0.43	ratio within order
5132183	Thermal_minimum	-2.44	°C
5132183	Thermal_maximum	14.62	°C
5132183	Thermal_mean	8.13	°C
5132183	Thermal_range	17.06	°C
8001799	Body_size	27.5	mm
8001799	Fecundity	180	eggs
8001799	Development_time	354	days
8001799	Voltinism_mean	1.2	generation(s) / year
8001799	Lifespan	20	days
8001799	Dispersal_ability	0.26	ratio within order
8001799	Thermal_minimum	-2.93	°C
8001799	Thermal_maximum	21.56	°C
8001799	Thermal_mean	10.94	°C
8001799	Thermal_range	24.49	°C
1203492	Body_size	3.65	mm
1203492	Dispersal_ability	1	ratio within order
1203492	Thermal_minimum	4.05	°C
1203492	Thermal_maximum	14.14	°C
1203492	Thermal_mean	9.79	°C
1203492	Thermal_range	10.09	°C
4464617	Body_size	3.1	mm
4464617	Dispersal_ability	1	ratio within order
4464617	Thermal_minimum	4.95	°C
4464617	Thermal_maximum	14.38	°C
4464617	Thermal_mean	9.92	°C
4464617	Thermal_range	9.43	°C
2043723	Body_size	4.3	mm
2043723	Voltinism_mean	1.5	generation(s) / year
2043723	Dispersal_ability	1	ratio within order
2043723	Thermal_minimum	6.45	°C
2043723	Thermal_maximum	16.3	°C
2043723	Thermal_mean	9.47	°C
2043723	Thermal_range	9.84	°C
4494813	Body_size	6.25	mm
4494813	Voltinism_mean	1	generation(s) / year
4494813	Thermal_minimum	4.74	°C
4494813	Thermal_maximum	13.78	°C
4494813	Thermal_mean	9.68	°C
4494813	Thermal_range	9.04	°C
4494852	Body_size	5.5	mm
4494852	Voltinism_mean	1	generation(s) / year
4494852	Thermal_minimum	4.74	°C
4494852	Thermal_maximum	12.37	°C
4494852	Thermal_mean	9.92	°C
4494852	Thermal_range	7.63	°C
2047603	Body_size	3.55	mm
2047603	Voltinism_mean	1	generation(s) / year
2047603	Dispersal_ability	1	ratio within order
2047603	Thermal_minimum	6.08	°C
2047603	Thermal_maximum	12.96	°C
2047603	Thermal_mean	9.28	°C
2047603	Thermal_range	6.88	°C
2047629	Body_size	3.65	mm
2047629	Voltinism_mean	1	generation(s) / year
2047629	Dispersal_ability	1	ratio within order
2047629	Thermal_minimum	8.92	°C
2047629	Thermal_maximum	13.1	°C
2047629	Thermal_mean	9.88	°C
2047629	Thermal_range	4.18	°C
2136628	Body_size	4.78	mm
2136628	Dispersal_ability	0.88	ratio within order
2136628	Thermal_minimum	-2.93	°C
2136628	Thermal_maximum	13.52	°C
2136628	Thermal_mean	9.28	°C
2136628	Thermal_range	16.45	°C
2136609	Body_size	6.05	mm
2136609	Dispersal_ability	1	ratio within order
2136609	Thermal_minimum	-0.57	°C
2136609	Thermal_maximum	18.06	°C
2136609	Thermal_mean	9.83	°C
2136609	Thermal_range	18.63	°C
5759055	Body_size	4.4	mm
5759055	Voltinism_mean	1	generation(s) / year
5759055	Dispersal_ability	1	ratio within order
5759055	Thermal_minimum	-1.75	°C
5759055	Thermal_maximum	16.57	°C
5759055	Thermal_mean	9.85	°C
5759055	Thermal_range	18.32	°C
4479927	Body_size	3	mm
4479927	Dispersal_ability	1	ratio within order
4479927	Thermal_minimum	2.28	°C
4479927	Thermal_maximum	15.02	°C
4479927	Thermal_mean	10.07	°C
4479927	Thermal_range	12.73	°C
1184505	Body_size	9	mm
1184505	Voltinism_mean	0.5	generation(s) / year
1184505	Dispersal_ability	0.13	ratio within order
1184505	Thermal_minimum	-1.45	°C
1184505	Thermal_maximum	14.93	°C
1184505	Thermal_mean	9.9	°C
1184505	Thermal_range	16.38	°C
2050224	Body_size	6.5	mm
2050224	Dispersal_ability	1	ratio within order
2050224	Thermal_minimum	1.31	°C
2050224	Thermal_maximum	28.56	°C
2050224	Thermal_mean	11.43	°C
2050224	Thermal_range	27.25	°C
8351541	Body_size	10.75	mm
8351541	Voltinism_mean	1	generation(s) / year
8351541	Dispersal_ability	0.01	ratio within order
8351541	Thermal_minimum	2.84	°C
8351541	Thermal_maximum	14.85	°C
8351541	Thermal_mean	10.08	°C
8351541	Thermal_range	12.01	°C
5750797	Body_size	3.06	mm
5750797	Dispersal_ability	0.04	ratio within order
5750797	Thermal_minimum	4.05	°C
5750797	Thermal_maximum	14.93	°C
5750797	Thermal_mean	9.93	°C
5750797	Thermal_range	10.88	°C
1759620	Body_size	20.75	mm
1759620	Voltinism_mean	1	generation(s) / year
1759620	Thermal_minimum	-1.75	°C
1759620	Thermal_maximum	10.2	°C
1759620	Thermal_mean	5.13	°C
1759620	Thermal_range	11.95	°C
1759661	Body_size	19.83	mm
1759661	Voltinism_mean	1	generation(s) / year
1759661	Thermal_minimum	-0.09	°C
1759661	Thermal_maximum	17.52	°C
1759661	Thermal_mean	8.93	°C
1759661	Thermal_range	17.61	°C
1759686	Body_size	18.83	mm
1759686	Voltinism_mean	1	generation(s) / year
1759686	Thermal_minimum	7.86	°C
1759686	Thermal_maximum	10.49	°C
1759686	Thermal_mean	9.86	°C
1759686	Thermal_range	2.62	°C
1759673	Body_size	18.5	mm
1759673	Voltinism_mean	1	generation(s) / year
1759673	Thermal_minimum	-1.86	°C
1759673	Thermal_maximum	15.29	°C
1759673	Thermal_mean	9.83	°C
1759673	Thermal_range	17.15	°C
1759668	Body_size	18.5	mm
1759668	Voltinism_mean	1	generation(s) / year
1759668	Thermal_minimum	-0.24	°C
1759668	Thermal_maximum	15.29	°C
1759668	Thermal_mean	9.57	°C
1759668	Thermal_range	15.53	°C
1759597	Body_size	18.67	mm
1759597	Voltinism_mean	1	generation(s) / year
1759597	Thermal_minimum	0.05	°C
1759597	Thermal_maximum	16.32	°C
1759597	Thermal_mean	9.69	°C
1759597	Thermal_range	16.26	°C
1759667	Body_size	19.17	mm
1759667	Voltinism_mean	1	generation(s) / year
1759667	Thermal_minimum	-1.33	°C
1759667	Thermal_maximum	14.69	°C
1759667	Thermal_mean	9.03	°C
1759667	Thermal_range	16.02	°C
5115771	Body_size	21.83	mm
5115771	Voltinism_mean	1	generation(s) / year
5115771	Thermal_minimum	-2.93	°C
5115771	Thermal_maximum	16.23	°C
5115771	Thermal_mean	9.34	°C
5115771	Thermal_range	19.16	°C
1964471	Body_size	14.33	mm
1964471	Voltinism_mean	1	generation(s) / year
1964471	Thermal_minimum	7.06	°C
1964471	Thermal_maximum	14.95	°C
1964471	Thermal_mean	9.67	°C
1964471	Thermal_range	7.9	°C
4534538	Body_size	11.17	mm
4534538	Voltinism_mean	1	generation(s) / year
